Date,BRAND,SKU,Actual Price,Recommended Price,Difference
09-08-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.49,0.49
09-08-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.49,0.49
09-08-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.49,0.16
09-08-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11,11.99,0.99
16-08-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
16-08-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,12.99,1
16-08-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
16-08-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,12.49,0
16-08-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.49,1.04
16-08-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.99,0
16-08-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
16-08-2015,MILLER LITE,6 Pk 12 Oz Glass,11.49,10.99,0.5
16-08-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.49,0
16-08-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
16-08-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,12.99,0.94
16-08-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
16-08-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
16-08-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
16-08-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.99,0.5
16-08-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
16-08-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.49,0.06
16-08-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
16-08-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.99,0.5
16-08-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,10.99,0.44
23-08-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
23-08-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49,13.49,0
23-08-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.99,0
23-08-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
23-08-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
23-08-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.49,1.5
23-08-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
23-08-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
23-08-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.99,0
23-08-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
23-08-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.49,0.5
23-08-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
23-08-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.39,13.49,0.1
23-08-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
23-08-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,12.49,1.5
23-08-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
23-08-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.49,0.49
23-08-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.99,0.01
23-08-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,10.49,1.16
23-08-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
30-08-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
30-08-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.99,11.99,1
30-08-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.49,0.09
30-08-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,11.49,1
30-08-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
30-08-2015,MILLER LITE,6 Pk 12 Oz Glass,10.49,10.49,0
30-08-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
30-08-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,12.49,0
30-08-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.49,0
30-08-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
30-08-2015,COORS LIGHT,6 Pk 12 Oz Glass,10,9.99,0.01
06-09-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
06-09-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49,13.49,0
06-09-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.49,0.5
06-09-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.49,1
06-09-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.49,0.09
06-09-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.49,1.5
06-09-2015,BECKS,6 Pk 12 Oz Glass,11.99,10.49,1.5
06-09-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
06-09-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.49,0.5
06-09-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.99,0.94
06-09-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,12.99,1
06-09-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,9.49,1.5
06-09-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,11.49,1
06-09-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
06-09-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,12.99,1
06-09-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
06-09-2015,BUDWEISER,6 Pk 12 Oz Glass,10,9.49,0.51
06-09-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.49,0.49
06-09-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,10.99,0.66
06-09-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
13-09-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
13-09-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
13-09-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,11.49,1.46
13-09-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
13-09-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.49,0.91
13-09-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.99,1
13-09-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
13-09-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,13.49,1.5
13-09-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
13-09-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
13-09-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
13-09-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
13-09-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,13.49,1
13-09-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
13-09-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,11.49,1
13-09-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
13-09-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.49,0.49
13-09-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,10.49,0.49
13-09-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.49,0.16
13-09-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
20-09-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
20-09-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49,13.49,0
20-09-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,12.49,0.5
20-09-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
20-09-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.49,0.91
20-09-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,12.49,1.5
20-09-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
20-09-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,13.49,1
20-09-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.49,0.5
20-09-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
20-09-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.49,0.5
20-09-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
20-09-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.39,13.99,0.6
20-09-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
20-09-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,11.99,2
20-09-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,11.99,1.5
20-09-2015,BUDWEISER,6 Pk 12 Oz Glass,10,10.99,0.99
20-09-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
20-09-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99,11.99,0
20-09-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
27-09-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
27-09-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.49,0.5
27-09-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
27-09-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,12.49,0.94
27-09-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.49,1.04
27-09-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,12.49,0.5
27-09-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
27-09-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.99,0
27-09-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
27-09-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
27-09-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.49,0.44
27-09-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,9.49,1.5
27-09-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.4,12.99,0.41
27-09-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
27-09-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.99,0.5
27-09-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
27-09-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.49,0.06
27-09-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
27-09-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
27-09-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
04-10-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
04-10-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.99,0
04-10-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,11.49,1.46
04-10-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,13.99,0.56
04-10-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.99,0.54
04-10-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.99,1
04-10-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
04-10-2015,MILLER LITE,6 Pk 12 Oz Glass,11.099,11.99,0.891
04-10-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.99,0.5
04-10-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
04-10-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.49,0.44
04-10-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
04-10-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.49,1
04-10-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
04-10-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.99,0.5
04-10-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
04-10-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,10.49,0.06
04-10-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,9.99,1
04-10-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,10.49,1
04-10-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.49,0.06
11-10-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.99,0.5
11-10-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.99,14.99,0
11-10-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
11-10-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,13.99,0.56
11-10-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,11.49,2.04
11-10-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.49,0.5
11-10-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
11-10-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.49,0.5
11-10-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.99,0.5
11-10-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.99,0.5
11-10-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
11-10-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
11-10-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.4,11.49,1.91
11-10-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
11-10-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,12.99,0.5
11-10-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
11-10-2015,BUDWEISER,6 Pk 12 Oz Glass,10.45,10.99,0.54
11-10-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.99,0
11-10-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
11-10-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.49,0.06
18-10-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13,12.99,0.01
18-10-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.45,12.49,0.04
18-10-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.49,0
18-10-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
18-10-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.99,0
18-10-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
18-10-2015,MILLER LITE,6 Pk 12 Oz Glass,10,10.49,0.49
18-10-2015,MILLER LITE,12 Pk 12 Oz Glass,14,14.49,0.49
18-10-2015,MILLER LITE,12 Pk 12 Oz Can,14,14.49,0.49
18-10-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,12.49,12.49,0
18-10-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.49,0
18-10-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,12.49,0
18-10-2015,MAGIC HAT,6 Pk 12 Oz Glass,10.49,12.49,2
18-10-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.92,12.49,0.43
18-10-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13,12.49,0.51
18-10-2015,BUDWEISER,6 Pk 12 Oz Glass,10.45,10.49,0.04
18-10-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49,9.49,1
18-10-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10,11.99,1.99
18-10-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.49,1
25-10-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
25-10-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,14.99,1
25-10-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.49,0.46
25-10-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,12.49,13.49,1
25-10-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,12.49,1.04
25-10-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.49,0.5
25-10-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.99,0
25-10-2015,MILLER LITE,6 Pk 12 Oz Glass,11.49,11.99,0.5
25-10-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.49,0
25-10-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,13.49,1
25-10-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.49,0.44
25-10-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
25-10-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
25-10-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
25-10-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.99,0.5
25-10-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
25-10-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,11.49,1.06
25-10-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
25-10-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
25-10-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,11.99,0.56
01-11-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,12.49,1
01-11-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14,14.49,0.49
01-11-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,12.99,0.04
01-11-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.49,0
01-11-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,12.99,0.41
01-11-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.49,0.5
01-11-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.99,0.5
01-11-2015,MILLER LITE,12 Pk 12 Oz Can,14.99,14.49,0.5
01-11-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,14.49,0
01-11-2015,MILLER LITE,6 Pk 12 Oz Glass,10.99,10.49,0.5
01-11-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,12.99,1
01-11-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
01-11-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,12.99,0.5
01-11-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.49,0
01-11-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.49,13.49,1
01-11-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.49,1
01-11-2015,BUDWEISER,6 Pk 12 Oz Glass,10,11.99,1.99
01-11-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.98,11.49,0.51
01-11-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,10.49,1.16
01-11-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,12.99,0.5
08-11-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
08-11-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.45,12.99,0.54
08-11-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
08-11-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.49,0.09
08-11-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.49,12.49,0
08-11-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.49,0
08-11-2015,MILLER LITE,6 Pk 12 Oz Glass,10.9,11.49,0.59
08-11-2015,MILLER LITE,12 Pk 12 Oz Can,14,14.99,0.99
08-11-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.99,0.5
08-11-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,12.49,12.49,0
08-11-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.99,13.49,0.5
08-11-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,12.43,12.99,0.56
08-11-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13,13.99,0.99
08-11-2015,BUDWEISER,6 Pk 12 Oz Glass,10.45,11.49,1.04
08-11-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.49,11.99,1.5
08-11-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,10,11.99,1.99
15-11-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
15-11-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,14.99,1
15-11-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,13.99,1.04
15-11-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.43,12.99,0.44
15-11-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.53,13.99,0.46
15-11-2015,CORONA LIGHT,6 Pk 12 Oz Glass,12.99,13.99,1
15-11-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
15-11-2015,MILLER LITE,6 Pk 12 Oz Glass,11.099,11.99,0.891
15-11-2015,MILLER LITE,12 Pk 12 Oz Glass,14.49,13.49,1
15-11-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,13.99,0.5
15-11-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.93,13.99,0.06
15-11-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
15-11-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
15-11-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
15-11-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.49,0
15-11-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,12.99,0.5
15-11-2015,BUDWEISER,6 Pk 12 Oz Glass,10.43,11.49,1.06
15-11-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,11.99,1
15-11-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.49,11.49,0
15-11-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,11.43,12.49,1.06
22-11-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
22-11-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.49,14.49,1
22-11-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,13.99,1
22-11-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,12.49,1
22-11-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.99,0.59
22-11-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.49,0.5
22-11-2015,BECKS,6 Pk 12 Oz Glass,11.99,11.49,0.5
22-11-2015,MILLER LITE,12 Pk 12 Oz Can,14.49,14.49,0
22-11-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.99,0
22-11-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
22-11-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
22-11-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.99,10.49,0.5
22-11-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13.39,12.49,0.9
22-11-2015,MAGIC HAT,6 Pk 12 Oz Glass,12.49,12.99,0.5
22-11-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.99,13.99,0
22-11-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
22-11-2015,BUDWEISER,6 Pk 12 Oz Glass,10,11.99,1.99
22-11-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,11.99,1
22-11-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.65,11.99,0.34
22-11-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,11.99,0.5
29-11-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.49,0
29-11-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,14.49,14.99,0.5
29-11-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.99,13.49,0.5
29-11-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.99,0.5
29-11-2015,BROOKLYN PILSNER,6 Pk 12 Oz Glass,13.4,13.49,0.09
29-11-2015,CORONA LIGHT,6 Pk 12 Oz Glass,13.99,13.49,0.5
29-11-2015,BECKS,6 Pk 12 Oz Glass,11.49,11.99,0.5
29-11-2015,MILLER LITE,12 Pk 12 Oz Can,14.42,13.49,0.93
29-11-2015,MILLER LITE,12 Pk 12 Oz Glass,14.99,14.49,0.5
29-11-2015,MILLER LITE,6 Pk 12 Oz Glass,11.93,10.49,1.44
29-11-2015,SIERRA NEVADA PALE ALE,6 Pk 12 Oz Glass,13.99,13.99,0
29-11-2015,BUD LIGHT,6 Pk 12 Oz Glass,10.49,10.49,0
29-11-2015,HOEGAARDEN,6 Pk 11.2 Oz Glass,13,13.49,0.49
29-11-2015,MAGIC HAT,6 Pk 12 Oz Glass,2,13.49,11.49
29-11-2015,BLUE POINT TOASTED,6 Pk 12 Oz Glass,13.49,13.99,0.5
29-11-2015,STELLA ARTOIS,6 Pk 11.2 Oz Glass,13.49,13.49,0
29-11-2015,BUDWEISER,6 Pk 12 Oz Glass,10.49,11.49,1
29-11-2015,COORS LIGHT,6 Pk 12 Oz Glass,10.99,11.99,1
29-11-2015,BUD LIGHT PLATINUM,6 Pk 12 Oz Glass,11.99,11.99,0
29-11-2015,BROOKLYN INDIA PALE,6 Pk 12 Oz Glass,12.49,12.49,0
06-12-2015,SIERRA NEVADA TORPEDO,6 Pk 12 Oz Glass,13.49,13.99,0.5
06-12-2015,BROOKLYN OKTOBERFEST,6 Pk 12 Oz Glass,13.99,13.49,0.5
06-12-2015,CORONA EXTRA,6 Pk 12 Oz Glass,12.95,13.49,0.54
06-12-2015,LEFFE BLONDE,6 Pk 11.2 Oz Glass,13.49,13.49,0
